city,country,is_capital,population,lat,lon
Альметьевск,Россия,0,154262,54.9,52.3
Ангарск,Россия,0,226374,52.566666666,103.916666666
Арзамас,Россия,0,104547,55.383333333,43.8
Арзамас,Россия,0,104785,55.383333333,43.8
Артём,Россия,0,106732,43.35,132.183333333
Витебск,Белоруссия,0,373880,55.183333333,30.166666666
Оломоуц,Чехия,0,100494,49.596111111,17.260277777
Тимишоара,Румыния,0,319279,45.759722222,21.23
Дуррес,Албания,0,113249,41.324166666,19.455833333
Шимла,Индия,0,269578,31.103333333,77.172222222
Шимла,Индия,0,392542,31.103333333,77.172222222
Мосул,Ирак,0,1694000,36.366666666,43.116666666
Ибб,Йемен,0,225611,13.966666666,44.166666666
Тир,Ливан,0,135204,33.266666666,35.2
Равалпинди,Пакистан,0,2098231,33.6,73.033333333
Фес,Марокко,0,1112072,34.044166666,-5.001944444
Марракеш,Марокко,0,928850,31.62947,-7.98108
Тербон,Канада,0,111575,45.7,-73.633333333
Леви,Канада,0,138769,46.8,-71.1833
Сагеней,Канада,0,145949,48.4167,-71.0667
Шербрук,Канада,0,161323,45.4,-71.9
Лаваль,Канада,0,422993,45.5833,-73.75
Гатино,Канада,0,276245,45.483333,-75.65
Аомори,Япония,0,281130,40.822222222,140.7475
Элизабет,Соединённые Штаты Америки,0,124969,40.662222222,-74.209166666
Патерсон,Соединённые Штаты Америки,0,146199,40.915555555,-74.163055555
Норт-Лас-Вегас,Соединённые Штаты Америки,0,216961,36.228611111,-115.146666666
Маниса,Турция,0,356702,38.633333333,27.416666666
Эз-Заказик,Египет,0,602840,30.566666666,31.5
Самора-де-Идальго,Мексика,0,141627,19.983333333,-102.283333333
Сапопан,Мексика,0,1332272,20.720277777,-103.391944444
Златоуст,Россия,0,167978,55.166666666,59.666666666
Люберцы,Россия,0,197705,55.681388888,37.893888888
Камышин,Россия,0,111775,50.083333333,45.4
Каспийск,Россия,0,113348,42.883333333,47.633333333
Брест,Белоруссия,0,335645,52.133333333,23.666666666
Либерец,Чехия,0,103979,50.7787225,14.9742866
Захедан,Иран,0,560725,29.483333333,60.866666666
Зенджан,Иран,0,433475,36.666666666,48.483333333
Тандер-Бей,Канада,0,108359,48.3822,-89.2461
Барри,Канада,0,141434,44.39,-79.686
Берлингтон,Канада,0,175779,43.325,-79.8
Берген,Норвегия,0,278556,60.3925,5.323333333
Джэксон,Соединённые Штаты Америки,0,173514,32.298888888,-90.184722222
Батон-Руж,Соединённые Штаты Америки,0,229493,30.416666666,-91.1
Лансинг,Соединённые Штаты Америки,0,114297,42.7335,-84.5467
Линкольн,Соединённые Штаты Америки,0,280364,40.810555555,-96.680277777
Сент-Пол,Соединённые Штаты Америки,0,285068,44.944166666,-93.093611111
Монтгомери,Соединённые Штаты Америки,0,205764,32.361666666,-86.279166666
Хартфорд,Соединённые Штаты Америки,0,124893,41.763333333,-72.685
Фарго,Соединённые Штаты Америки,0,105549,46.877222222,-96.789444444
Новый Орлеан,Соединённые Штаты Америки,0,378715,29.966666666,-90.05
Лахти,Финляндия,0,118119,60.983333333,25.655555555
Краков,Польша,0,766739,50.066666666,19.95
Гёльджюк,Турция,0,156901,40.666666666,29.833333333
Роттердам,Нидерланды,0,631155,51.930833333,4.479166666
Асуан,Египет,0,252246,24.088919444,32.899730555
Асьют,Египет,0,389307,27.186944444,31.171388888
Шибин-эль-Ком,Египет,0,177112,30.55,31.0
Сьюдад-Хуарес,Мексика,0,1391180,31.739444444,-106.486944444
Чэнду,Китайская Народная Республика,0,11050000,30.663611111,104.066666666
Чэнду,Китайская Народная Республика,0,11050000,30.66667,104.06667
Сан-Луис,Бразилия,0,1073893,-2.53,-44.302777777
Евпатория,Россия,0,106158,45.2,33.358333333
Евпатория,Украина,0,106158,45.2,33.358333333
Славянск,Украина,0,113196,48.87,37.625
Славянск,Украина,0,114437,48.87,37.625
Краматорск,Украина,0,159445,48.720833333,37.555555555
Вальпараисо,Чили,0,296655,-33.045944444,-71.616361111
Кожикоде,Индия,0,431560,11.25,75.766666666
Кадапа,Индия,0,2884524,14.466666666,78.816666666
Джалгаон,Индия,0,460468,21.016666666,75.566666666
Джаландхар,Индия,0,873725,31.325555555,75.579166666
Эль-Альто,Боливия,0,827239,-16.5,-68.2
Эль-Альто,Боливия,0,827239,-16.5,-68.2
Хамадан,Иран,0,525794,34.8,48.516666666
Тель-Авив,Израиль,0,432892,32.083333333,34.8
Захле,Ливан,0,100000,33.843055555,35.897777777
Мингора,Пакистан,0,279914,34.783333333,72.366666666
Унайза,Саудовская Аравия,0,163729,26.084,43.994
Эль-Джубайль,Саудовская Аравия,0,337778,27.0,49.666666666
Чатем-Кент,Канада,0,101647,42.4,-82.183333333
Киллин,Соединённые Штаты Америки,0,138154,31.105555555,-97.726666666
Вантаа,Финляндия,0,214605,60.3,25.033333333
Гожув-Велькопольский,Польша,0,124470,52.733333333,15.25
Радом,Польша,0,219703,51.403611111,21.156666666
Сосновец,Польша,0,214488,50.3,19.166666666
Гливице,Польша,0,186347,50.283333333,18.666666666
Легница,Польша,0,101133,51.216666666,16.166666666
Тарнув,Польша,0,110956,50.0125,20.988611111
Бельско-Бяла,Польша,0,172781,49.8225,19.044444444
Домброва-Гурнича,Польша,0,122712,50.323888888,19.194722222
Руда-Слёнская,Польша,0,139412,50.25,18.85
Валбжих,Польша,0,116069,50.766666666,16.283333333
Карс,Турция,0,102001,40.606944444,43.093055555
Пуэбла-де-Сарагоса,Мексика,0,1434062,19.051388888,-98.217777777
Вулвергемптон,Великобритания,0,250970,52.584167,-2.125278
Березники,Россия,0,145115,59.416666666,56.783333333
Каменск-Уральский,Россия,0,169929,56.4,61.933333333
Миасс,Россия,0,151856,55.05,60.1
Камагуэй,Куба,0,321992,21.378611111,-77.918611111
Баямо,Куба,0,235107,20.381666666,-76.642777777
Сьего-де-Авила,Куба,0,143449,21.848055555,-78.763055555
Сантьяго-де-Куба,Куба,0,444851,20.028333333,-75.820555555
Кэсон,Корейская Народно-Демократическая Республика,0,192578,37.966666666,126.55
Нампхо,Корейская Народно-Демократическая Республика,0,310864,38.733333333,125.4
Мангалор,Индия,0,623841,12.870277777,74.880555555
Бам,Иран,0,127396,29.108333,58.358333
Мешхед,Иран,0,3001184,36.306944444,59.604166666
Мванза,Танзания,0,385810,-2.516666666,32.9
Сумбаванга,Танзания,0,147483,-7.966666666,31.616666666
Танжер,Марокко,0,974000,35.784722222,-5.8125
Матола,Мозамбик,0,675422,-25.966666666,32.466666666
Ньиредьхаза,Венгрия,0,117689,47.95,21.716666666
Кечкемет,Венгрия,0,110813,46.9074,19.6917
Лариса,Греция,0,144651,39.638493,22.413061
Аланья,Турция,0,285407,36.545,31.995
Элязыг,Турция,0,347857,38.666666666,39.216666666
Адапазары,Турция,0,274898,40.783333333,30.4
Питерборо,Великобритания,0,194000,52.583333333,-0.25
Риу-Бранку,Бразилия,0,383443,-9.978055555,-67.811666666
Кампинас,Бразилия,0,1164098,-22.900913888,-47.057294444
Карапикуиба,Бразилия,0,392294,-23.522777777,-46.835833333
Нитерой,Бразилия,0,496696,-22.883333333,-43.103611111
Нефтекамск,Россия,0,126805,56.083333333,54.25
Нефтеюганск,Россия,0,126157,61.1,72.6
Нижневартовск,Россия,0,274575,60.95,76.6
Нижнекамск,Россия,0,237250,55.633333333,51.816666666
Новокуйбышевск,Россия,0,103908,53.1,49.916666666
Новомосковск,Россия,0,125647,54.033333333,38.266666666
Новочебоксарск,Россия,0,126072,56.116666666,47.5
Новочеркасск,Россия,0,168766,47.435833333,40.098611111
Новый Уренгой,Россия,0,113254,66.084722222,76.678888888
Ногинск,Россия,0,102267,55.85,38.433333333
Норильск,Россия,0,177428,69.333333333,88.216666666
Ноябрьск,Россия,0,106879,63.201666666,75.451666666
Обнинск,Россия,0,113639,55.1,36.616666666
Одинцово,Россия,0,141493,55.673333333,37.273333333
Октябрьский,Россия,0,113929,54.483333333,53.483333333
Орехово-Зуево,Россия,0,119956,55.8,38.966666666
Кутаиси,Грузия,0,147900,42.25,42.7
Бхубанешвар,Индия,0,837737,20.264444444,85.828055555
Маракайбо,Венесуэла,0,1220000,10.633333333,-71.633333333
Керман,Иран,0,573449,30.283333333,57.066666666
Решт,Иран,0,639951,37.283333333,49.6
Киркук,Ирак,0,975000,35.466666666,44.4
Фейсалабад,Пакистан,0,2880675,31.418,73.079
Фейсалабад,Пакистан,0,3203846,31.418,73.079
Хама,Сирия,0,312994,35.133333333,36.75
Тартус,Сирия,0,115769,34.883333333,35.883333333
Газни,Афганистан,0,143379,33.55,68.416666666
Мекнес,Марокко,0,520428,33.883333333,-5.55
Китченер,Канада,0,233222,43.45,-80.483333333
Оита,Япония,0,478537,33.233333333,131.606666666
Мацуяма,Япония,0,510809,33.83916,132.76574
Мацуяма,Япония,0,510809,33.833333333,132.766666666
Коти,Япония,0,331843,33.566666666,133.533333333
Уцуномия,Япония,0,519025,36.55,139.883333333
Такамацу,Япония,0,418122,34.35,134.05
Тоттори,Япония,0,191601,35.501111111,134.235
Вакаяма,Япония,0,360000,34.233333333,135.166666666
Маэбаси,Япония,0,334299,36.383333333,139.066666666
Кофу,Япония,0,189433,35.666666666,138.566666666
Такома,Соединённые Штаты Америки,0,198397,47.241388888,-122.459444444
Балыкесир,Турция,0,1189057,39.651111111,27.884166666
Шахты,Россия,0,235492,47.7,40.233333333
Щёлково,Россия,0,125843,55.916666666,38.0
Электросталь,Россия,0,158508,55.8,38.45
Энгельс,Россия,0,225752,51.466666666,46.116666666
Солигорск,Белоруссия,0,102297,52.816666666,27.533333333
Актау,Казахстан,0,183350,43.65,51.15
Дехрадун,Индия,0,578420,30.318,78.029
